KBS "1박2일" 욕지도 복불복에 추천된 충무김밥집이다.							
 청평안전유원지 내에 있는 통나무집은 20년 전통의 손맛을 자랑하는 음식점으로 음식점의 입구에는 잘 가꾸어진 정원수와 시원하게 돌아가는 물레방아가 있다. 음식점은 통나무로 지어져 있고, 2층 테라스에는 파라솔이 있는 테이블이 준비되어 있어 시원한 물가를 바라보며 식사를 즐길 수 있다. 다양한 메뉴와 함께 차와 칵테일도 준비되어 있다.							
 체리보이카페는 새벽까지 생음악이 흐르는 라이브 뮤직 카페로 창 밖으로는 청평호반이 보이고, 테라스에는 파라솔이 있는 테이블이 있다. 							
청평호반 인근에 위치한 필라이브는 카페 겸 음식점으로 하얀 건물이 인상적이다. 오전7시에서 저녁7시 사이에는 콩나물국밥, 멸치국수, 비빔국수, 감자전, 김치전 등의 음식을 즐길 수 있는 음식점이고, 저녁6시에서 저녁12시까지에는 색소폰과 음악이 연주가 되는 카페로 사용된다.							
운악산 입구에 위치한 할머니손두부집은 40년 전통의 손맛을 자랑하고 있는 손두부전문점으로 콩, 쌀, 김치, 닭고기, 돼지고기는 국내산을 사용하고 있다. 							
하늘땅별땅은 호명산과 호명호수가 있는 환상의 드라이브 코스길에 위치하고 있으며, 음식점과 펜션을 함께 운영하고 있다. 실내의 분위기는 토속적이고 조용한 분위기이고, 야외테라스에서 운치있는 식사를 즐길 수 있다. 호명호수는 걸어서 갈 수 있는 거리에 있고, 남이섬은 차량으로 15분, 강촌리조트는 25분, 아침고요수목원은 30분 거리에 위치해있으며, 인근에는 민물낚시터가 있어 낚시를 할 수 있다. 							
황소고집은 원목으로 지어진 건물 외관이 인상적인 음식점으로 실내에는 23개의 좌식테이블이 마련되어 있으며, 조용한 분위기이다. 대표메뉴인 오리회전구이는 한입크기로 먹기 좋게 자른 오리고기를 꼬치에 꽂아 즉석으로 구워 먹기 때문에 기름기가 쫙 빠져 담백하고 고소하다. 							
이덕분추어탕은 서울에서 춘천방향으로 청평댐을우회전하면 바로 길 옆에 있다. 실내에는 12개의 좌식테이블이 준비되어 있으며, 편안한 소박하고 분위기이다.이덕분추어탕은 상호특허등록이 되어 있고, 고유향토음식점으로 지정되어있는데 동의보감에 나온 미꾸라지의 성분과 효능은 다음과 같다. 양질의 단백질이 주성분으로 철분, 칼슘, 무기질, 미네랄이 풍부하여 고혈압, 동맥경화, 비만증, 노화방지, 세균의 저항력을 높여주어 감기와 눈병의 예방에도 좋으며, 장을 보호하고 소화촉진, 변비, 병후회복에 아주 좋은 식품이다. 하루에 20마리를 다려 먹으면 양기부족에 특효가 있으며, 피부질환인 부스럼의 체질개선에도 좋다고 한다.추어탕은 미꾸라지를 갈아서 만든 간추어탕 또는 미꾸라지를 통째로 넣은 통추어탕으로 선택주문이 가능하며, 커다란 뚝배기에 담아져 나온다.							
아침고요수목원 인근에 위치한 축령산은 영양과 맛과 위생을 최우선으로 하여 정성을 다하고 있는 음식점이다. 넓은 주차장과 깔끔한 음식점 외관이 인상적인 축령산의 실내는 넓고 깨끗한 분위기로 25개의 좌식테이블이 준비되어 있어 편안하게 식사를 할 수 있다. 쌀과 닭고기는 국내산만을 사용하고 있으며, 전화예약이 가능하기 때문에 단체손님일 경우에는 미리 예약을 하면 편리하게 식사를 할 수 있다.							
청평호수 인근에 위치한 언덕위에식당은 실내에는 15개의 좌식테이블이 준비되어 있으며, 쌀, 배추김치, 닭, 오리는 국내산만을 사용하며 키우는 토종닭을 직접 잡아 바로 요리를 해준다. 함께 나오는 밑반찬들은 정갈하고 맛이 있으며, 메뉴로는 간해독을 돕고 위를 편안하게 해주는 옻닭백숙과 화야산 도토리를 주어서 직접 쑨 도토리묵, 도토리묵밥, 도토리수제비 등이 다양하게 준비되어 있다. 가까이에 있는 청평호수에서는 바나나보트, 수상스키 등의 수상레저를 즐길 수 있다. 							
초록풍경맛집은 유명산 인근에 위치한 음식점으로 펜션을 함께 운영하고 있다. 초록풍경은 2층 건물로 1층에는 7개의 노래연습장이 있는 노래방을 갖추고 있고 방갈로 시설이 완비되어 있으며, 2층에는 객실과 80명이 수용되는 식당이 있다. 미니마트, 주차장 등이 마련되어 있으며, 물놀이를 할 수 있는 시원한 계곡 옆에는 야외바베큐 파티를 즐길 수 있는 테이블과 바비큐시설이 마련되어 있다. 							
운악산 입구에 위치한 황토가든은 손두부를 전문으로 하는 토속음식점으로 음식점 외부로 주방이 오픈되어 있어 직접 두부를 만드는 과정을 볼 수 있다. 실내에는 모두 원목으로 인테리어가 되어 있어 토속적이고 깔끔한 분위기이다. 친구, 연인, 가족 단위는 물론 단체예약도 가능하며, 운악산 아래에 위치하여 있기 때문에 공기가 좋고, 옆에는 냇가가 있어서 물놀이를 즐길 수도 있다. 							
가평읍 읍내리 가평군청 앞에 위치한 대나무통와인삼겹살은 2004년에 개업한 음식점으로 2009년에는 대한양돈협회에서 국산 돼지고기 판매 인증점으로 선정되었다. 실내에는 오픈된 주방과 함께 15개의 좌식테이블이 준비되어 있다.							
남이섬 유원지 주차장 입구에 위치한 수림닭갈비의 대표메뉴인 숯불닭갈비는 보통의 철판닭갈비와는 달리 숯불에 구워 먹는 닭갈비로 닭갈비와 함께 떡사리와 고구마사리도 숯불에 구워 먹는다. 식탁 위에 설치된 후두가 식탁 바로 위까지 내려와서 연기를 바로 빨아들이기 때문에 냄새가 옷에 배지 않고 깔끔하게 식사를 즐길 수 있다.							
남이섬 선착장 건너편에 위치한 만조이천쌀밥의 실내에는 25개의 좌식테이블이 준비되어 있으며 편안하고 깔끔한 분위기이다. 친구, 연인, 가족단위는 물론 각종단체모임을 하기에 적합한 곳이다. 만조에서 식사를 하면 1일 무료주차를 할 수 있어 차를 미리 주차하고 남이섬관광을 한 뒤에 식사를 할 수도 있다.많은 손님들의 요청으로 시중가격보다 저렴한 가격으로 간장돌게장, 양념무침게장, 청국장, 어리굴젓, 조림간장, 볶음간장 등의 일부 반찬들을 판매하고 있다. 							
가평터미널에서 도보5분 거리에 위치한 대구왕뽈데기의 실내에는 11개의 좌식테이블이 준비되어 있으며 깔끔하고 편안한 분위기이다. 점심특선 메뉴인 볼해장국은 오후2시까지 주문할 수 있다.							
음식점과 함께 양어장을 직영으로 운영하고 있는 월곡가든의 건물 외관은 일반주택과 같은 모습으로 실내에는 11개의 좌식테이블이 준비되어 있다. 특히, 회를 먹고 난 뒤 나오는 수제비를 넣은 매운탕은 얼큰하고 개운하다. 							
살구재추어탕의 주메뉴인 추어탕은 통추어탕, 간추어탕 두 가지로 나누어지는데, 통추어탕은 미꾸라지를 아무 손질도 하지 않고 그냥 통째로 넣은 것이고, 간추어탕은 미꾸라지를 갈아서 넣은 것이다. 유기농으로 채소를 직접 재배하여 제공하고 있으며, 미꾸라지, 김치, 쌀, 닭은 국내산을 사용하고 있다. 							
삼원가든은 서울에서 춘천방향으로 경춘국도를 타고 오다가 신청평대교를 건너자마자 왼쪽으로 5킬로미터를 진행하면 왼쪽에 자리 잡고 있다. 강과 산이 어우러져 멋진 자연경관을 자랑하고 있으며, 식당과 함께 민박을 함께 운영하고 있어 친구, 가족단위는 물론 MT, 직장야유회, 동호회모임 등의 단체모임에도 적합한 곳이다. 노래방기기, 캠프파이어, 족구장 등의 여러 시설들이 준비되어 있고, 여름에는 시원한 수상스키, 웨이크보드와 바나나보트, 날으는 바나나, 커플땅콩, 제트스키 등의 각종 수상레저를 즐길 수 있으며, 식당 바로 옆에서는 번지점프를 할 수도 있다. 삼원가든에서는 국내산 쌀과 배추김치를 사용하고 있다. 							
한방오리와 토종닭을 전문으로 하는 산마루가든은 청평호반을 따라 환상의 드라이브 코스에 위치한 음식점으로 민박과 식당을 함께 운영하고 있다. 주변에는 호명호수와 더불어 호명산 아래로 길게 펼쳐진 계곡은 훌륭한 휴식처로서 등산과 함께 그 묘미를 즐길 수 있으며, 호명호수 팔각정에서 내려다보는 청평호반 역시 일품이다. 계곡 중간에는 상천낚시터가 있어 낚시를 즐길 수 있으며, 청정지역이라 매점이 없으니 식수 등은 챙겨서 올라가야 한다. 							
경춘국도변의 유일의 전문점인 메밀촌막국수는 경춘가도를 따라 청평 쪽으로 가다보면 청평검문소를 지나 바로 위치해 있다. 메밀면을 직접 뽑고 있으며, 모든 메뉴에는 백김치가 함께 나온다.							
가평군청 인근에 위치한 다한우는 음식점과 목장, 정육점을 함께 운영하고 있어 도매업자들의 중간마진이 없앴기에 때문에 소비자들이 저렴하게 한우를 즐길 수 있다. 전국한우협회를 통해 한우판매점 인증을 받은 ‘다한우’는 고급 먹거리인 한우고기가 저렴하게 판매되고 있다는 소문이 퍼져 주변 회사들의 회식장소로도 많이 이용되고 있다. 2인부터 40명의 단체까지, 다양한 룸에 좌식테이블이 준비되어 있어 편안한 공간을 제공하고 있다. 다한우에서는 볏집을 먹여 키운 질 좋은 1등급 한우만을 제공하고 있으며, 가평숯만을 사용하고 있다. 주문판매도 가능하다.							
산골농원은 펜션과 식당을 함께 운영하고 있다. 1박 2일패키지와 당일패키지 등 식사와 펜션을 함께 즐길 수 있는 패키지 상품도 준비되어있다.							
솔모랑해장국은 시골 어머니의 손맛 그대로인 해장국집으로 ‘솔모랑’이란 동구 밖 모퉁이에 오랜 세월 속에 노송들이 빽빽이 들어서 마을에 바람막이와 울타리 역할을 하여 이 마을을 지켜온 유래 깊은 솔나무가 많은 모퉁이라고 하는 지명이다. 옛날방식 그대로 가마솥에 사골국물을 우려내어 선지와 양을 듬뿍 넣어도 냄새가 나지 않고 시원한 국물 맛을 볼 수 있다. 쌀과 김치는 국내산을 사용하고 있다.							
뚝마루가든은 가평터미널에서 차로 약 10분 거리에 위치하고 있다. 뚝마루가든 앞의 뚝방길을 내려가면 용추계곡에서부터 물이 흐르는 개울가가 있는데 다리 밑에는 평상이 준비되어 있고, 뚝마루가든에서 빌려주는 낚시대로 낚시를 할 수 있다. 또한 개울가 근처에서 텐트야영을 할 수 있으며, 물놀이도 즐길 수 있다. 가까운 거리에 용추계곡, 연산, 칼봉산 등이 있다.* 명절기간 이외에 한달에 한번 휴무를 하기 때문에 방문 전 전화 하는 것이 좋다. 							
수라상쌈밥은 아침고요수목원 인근에 위치한 식당으로 유기농으로 직접 재배한 야채와 채소, 식재료로 각종 반찬 및 음식을 정성을 다해 만들어 제공하고 있다. 특히 직접 재배한 콩으로 만든 손두부는 전통시골두부의 맛을 그대로 살렸기 때문에 일반 시중의 두부와는 차별화된 고소하고 깊은 맛이 있다. 대표메뉴인 수라상쌈밥은 제육볶음, 계란찜, 된장찌개 등 10가지 이상이 나오며 직접 재배한 유기농 야채쌈 종류가 계절에 따라 5~10가지 정도가 준비되어져 어머니가 차려주신 시골밥상처럼 푸짐하다. 							
조무락골은 ‘깊은 계곡의 맑은 물소리와 함께 새들이 즐겁게 춤을 추며 노는 곳’이란 뜻으로 경기도 가평군과 강원도를 경계로 하는 화악산과 석룡산 사이에서 시작되어 7km이르는 계곡이 자연의 모습 그대로를 간직한 곳이다.   조무락은 펜션과 식당, 농장을 함께 운영하고 있으며, 조무락폭포가 조무락농장의 중심부에 자리하고 있다. 천장이 높은 식당의 규모는 200평방미터로 각종 중소모임에 적합하며, 농약과 화학비료를 사용하지 아니하고 자연농법에 의한 안전한 먹거리를 재배하여 제공하고 있다. 자연 그대로 보존된 곳에서 오염요소 없이 생산되는 각종 쌈거리의 독특한 맛과 향이 도시에서는 느낄 수 없는 원래 쌈맛을 기억하게 한다. 특히, 주메뉴인 허브삼겹살은 조무락만의 독특한 맛과 향이 있다.							
청평터미널 인근에 위치한 단고기집은 단고기와 삼계탕을 전문으로 하는 음식점이다. 20년 전통의 2대째로 이어져 단고기집을 운영하고 있으며, 출장요리도 가능하다. 실내는 좌식테이블이 준비되어 있다. 							
청평농협 인근에 위치한 밤나무집은 한식전문점으로 음식점의 내부는 통나무로 인테리어를 하여 깔끔한 느낌을 주고 있으며, 편안한 좌식테이블이 준비되어 있다. 쌀과 김치, 생선, 유황오리, 토종닭은 국내산을 사용하고 있다. 							
청평검문소를 지나 청평농협 인근에 위치한 그옛날두부집은 콩요리전문점으로 시간대 상관없이 아침식사가 가능하다. 음식점의 외관에는 장작을 가득 쌓아 놓았으며, 직접 두부를 제조하는 곳이 보인다. 내부는 편안한 좌식 테이블이 준비되어 있다. 							
경기도 가평군 가평읍에 위치한 인천집은 2002년에 개업한 음식점으로 실내는 편안하고 소박한 분위기로 14개의 좌식테이블이 준비되어 있다. 주변여행지로는 칼봉산 경반계곡과 수락폭포, 용추폭포, 임산의 임산계곡과 임산폭포, 석룡산자락을 흐르는 조무락골, 복회동폭포, 도마치계곡과 무주체폭포, 명지산과 명지폭포, 화악산 화악계곡과 화악폭포 등이 있다.							
도원중화요리는 가평 터미널의 인근 50m거리에 위치한 음식점으로 이 집에서는 독특하게 맥반석으로 구워 만든 도자기 쟁반을 이용하여 음식을 담아내는 메뉴가 있다.							
향단이는 2009년에 개업한 음식점으로 실내는 깔끔한 분위기로 8개의 좌식테이블과 4개의 입식테이블이 준비되어 있으며, 쌀, 배추김치, 돼지고기는 국내산만을 사용하고 있다. 							
청평호반가에 위치한 강마루는 실내는 좌식테이블이 마련되어 있으며, 룸으로 나뉘어져 있어 편안하고 오붓하게 식사를 즐길 수 있다. 가까이에 대성리관광지와 강촌스키장이 있으며, 다양한 수상레저를 즐길 수 있다. 							
경기도 가평군 청평면 청평리에 위치한 청평호반닭갈비는 실내에는 20개의 좌식테이블이 준비되어 있으며, 편안하고 깔끔한 분위기이다. 청평호반닭갈비에서는 닭, 김치, 쌀을 100% 국내산으로만 사용하고 있다. 닭갈비, 닭내장을 주문시에는 막국수사리, 볶음밥, 우동, 고구마, 떡 등을 추가주문을 할 수 있다.*영업시간은 사정에 따라 변경 될 수 있으니 전화문의 요망 							
함지박은 경기도 가평군 청평면 상천역 앞의 상천2리회관 옆에 위치한 손두부전문음식점으로 하얀색 건물의 실내에는 13개의 좌식테이블이 준비되어 있으며, 조용하고 깔끔한 분위기이다. 단체석이 완비되어 있어 가족모임, 회식, 계모임 등의 각종단체모임예약이 가능하다. 까다롭게 고른 좋은 친환경적인 식재료를 사용하여 음식을 만들고 있다.  							
에덴휴게소 SK주유소 옆에 위치한 봉녀수제비는 토속음식전문점으로 실내분위기는 시원스럽고 깔끔한 느낌을 주며 33개의 좌식테이블이 준비되어 있다. 시원하게 큰 창밖으로 자연풍경을 감상하며 식사를 즐길 수 있다. 주변여행지로는 호명산, 호명호수공원, 상천낚시터, 드라이브코스, 남이섬, 쁘띠프랑스, 조종천계곡, 가평썰매장, 자라섬, 재즈페스티벌, 청평호반수상레저, 에덴놀이동산, 대금산, 용추계곡과 폭포, 경반리계곡, 녹수계곡 등이 있다. 							
대성리에 위치한 음식점인 맷돌순두부에서는 식재료인 여주쌀, 김치, 양념, 육류, 콩을 100% 국내산만을 사용하고 있다. 아침식사도 가능하며, 인근에 대성리유원지가 있어 자전거하이킹과 산책을 즐길 수 있다. 							
청평검문소 인근에 위치한 청하가든에서는 국내산 쌀과 배추, 돼지고기, 닭고기를 사용하고 있으며, 실내에는 14개의 좌식테이블이 마련되어 있다. 메밀막국수와 수육이 대표메뉴이며, 백숙 또한 맛이 좋기로 유명하다. 							
가평군 목동터미널 인근에 위치한 평화막국수 (평화식당)의 실내에는 12개의 좌식테이블이 준비되어 있으며 편안한 분위기이다.							
하늘마루는 명지산 뒷자락의 임산계곡 최상단에 자리 잡은 곳으로 펜션과 식당을 함께 운영하고 있어 M.T 및 수련회, 야유회, 워크샵 등 각종 모임에 적합하다.하늘마루에는 지하 250m 천연 암반약수가 나오며, 전혀 오염되지 않은 1급 청정수의 계곡물이 바로 앞에 흐르고 있어 물놀이를 즐길 수 있다. 또한 주변에는 여러 종류의 약초와 산나물이 수만평 넓이로 초원지대를 이루고 있으며, 유기농채소를 직접 재배하여 제공하고 있다. 주메뉴인 장작불바비큐구이는 주변의 시원한 경관을 배경으로 하여 야외에서 즐길 수 있다. 							
설악한우마을은 식장과 정육점과 농장을 직접 운영하고 있다. 직영식당에서 사용하는 쇠고기는 갈현목장에서 직접 키운 한우암소만을 취급하고 있으며, 돼지고기는 강원도 철원 청정육을 사용하고 있다. 참숯만을 사용하여 고기를 굽기 때문에 고기 본연의 참맛을 느낄 수 있으며, 고기를 주문하면 간과 천엽을 기본으로 제공하고 있다. 농작직영으로 설악한우마을에서 직접 키운 한우암소는 대량주문 및 식당납품으로도 판매를 하고 있는데 구입문의는 전화와 인터넷홈페이지를 이용하면 된다.							
서울에서 춘천간 고속도로를 타고 가다가 설악IC로 빠져 청평방면으로 가다보면 서호식당이 청평호수를 배경으로 위치하고 있다. 식당과 함께 모텔과 수상스키장을 함께 운영하고 있어 커플과 가족단위 외에도 단체모임에도 적합하다. 플라이피쉬, 바나나보트, 수상스키, 웨이크보드 등의 수상레저를 즐길 수 있고, 야외식당에서는 시원스럽게 펼쳐진 청평호수를 바라보며 식사를 할 수 있다. 							
운악산 입구에 위치한 아름가든은 아름펜션과 함께 운영되고 있는 음식점이다. 1일 이벤트가 가능하며 수련회, 워크샵, 친목회 장소로도 적합한 곳이다. 애완견동반은 전화로 문의해야 한다. 							
황후 명가'는 인사동 한류 대표 맛집으로 소문난 '(구)황우삼계탕'의 새로운 이름이다. 황후 명가는 고온의 가마솥에 19가지 이상의 약재와 곡류를 갈아 넣고 28시간 이상을 끓인 보양식이다. 이 때문에 황후 명가의 국물은 입자를 찾아볼 수 없을 정도로 곱고 진한 빛깔이 우러나는 것이 특징이다. 특히, 백근의 삼계살과 조화를 이루며 보양식을 넘어 보약게 가까운 메뉴로 탄생하게 되었다.							
빗고개청국장은 모범음식점으로 실내는 깔끔하고 편안한 분위기로 좌식테이블에 전체 60석이 마련되어 있다. 돌솥밥과 반찬이 한상가득 차려지는 한정식집으로, 청국장, 된장, 도토리가루, 게장 등은 별도로 포장판매도 하고 있다. 							
잣국수로 유명한 명지쉼터가든은 경기도 음식선정의 집으로 TV방송으로 여러번 방영되었던 음식점이다. 잣가루와 밀가루를 이용하여 면을 만들고 고소한 100% 잣국물을 부어 ‘김덕수잣국수’라는 이름으로 상표등록을 하고 ‘잣국수 및 그 외 제조방법’으로 특허등록을 하였다. 특히, 잣국수는 밑반찬으로 나오는 김치를 곁들어 먹으면 그 맛이 일품이다. 닭과 청둥오리는 냉장보관한 닭이 아니라 직접 잡아서 요리를 하고, 민물매운탕도 민물고기를 직접 잡아서 매운탕을 끓여 주고 있다. 							
낙지요리전문점인 “무교동낙지미락”은 모범음식점으로 흰색의 깔끔한 건물의 외관대로 실내의 분위기 역시 깔끔하고 차분한 인상을 준다. 실내에는 24개의 좌식테이블이 준비되어 있다. 빛 고운 고춧가루와 신선한 재료들을 이용하여 맛과 정성, 청결을 최우선으로 하여 음식을 만들고 있다. 							
초옥동마을에 위치한 초옥동해장국은 모범음식점으로 아침식사가 가능하다. 23개의 테이블이 마련되어 있고, 1개의 별실이 있다. 주변여행지로는 남이섬, 아침고요수목원, 쁘띠프랑스 등이 있다. 							
모범음식점인 마당왕족발보쌈의 실내는 깔끔하고 편안한 분위기로 9개의 좌식 테이블이 마련되어 있으며, 각 자리마다 파티션이 되어 있어 오붓하게 음식을 즐길 수 있다. 국내산 돼지와 국내산 쌀과 배추김치를 사용하고 있다. 							
모범음식점인 시골밥상 닭갈비집은 통나무로 지어져 항아리로 장식되어 토속적인 분위기를 주며, 건물 내부는 시골의 정취가 담긴 아늑한 분위기이다. 농약을 전혀 사용하지 않은 친환경 유기농의 신선한 채소와 국내산 쌀과 배추, 닭, 돼지고기, 한우만을 이용하여 음식을 만들고, 절대로 국, 밥, 반찬을 재활용하지 않고 있다. 친절한 서비스와 함께 정성이 가득담긴 푸짐한 상차림으로 맛있고 기분 좋은 식사를 즐길 수 있는 음식점이다. 1층에서는 쌈밥과 청국장등을 맛볼 수 있으며, 2층은 닭갈비메뉴를 맛볼 수 있다. 							
경기도 가평군 설악면 가일리에 위치한 종점가든은 토속음식을 전문으로 하는 모범음식점으로 TV프로덕션의 추천맛집이기도 하다.							
설악고기본부는 가족, 친구와의 동행은 물론 단체회식을 하기에 적합한 곳으로 한우 암소1등급플러스인 생등심을 비롯한 다양한 메뉴들이 준비되어 있고, 신선한 채소들과 계란찜 등의 정갈하고 깔끔한 밑반찬들이 풍족하게 제공된다. 							
신흥회관은 생고기 화로구이 전문 음식점으로 가족외식은 물론이고 단체회식에도 적당한 음식점이다.							
아침고요수목원 입구에 있는 오성가든은 모범음식점으로 본관 및 별관, 야외에서도 식사가 가능하며, 단체예약은 미리 해야 한다.10여 가지의 몸에 좋은 한약재와 엄선된 고기로 조리한 한방보쌈은 다시 바비큐기계에서 기름을 빼내었기 때문에 은은한 한방향과 잣향의 고소함이 어우러져 그 맛이 담백하며 건강에도 유익하며, 모듬보쌈정식은 한방보쌈과 훈제오리보쌈과 각종 야채, 명이나물과 산나물 등의  반찬과 함께 된장찌개가 나온다. 또한 막국수는 100% 봉평메밀을 사용하여 만들었다.							
남이섬 입구에 위치한 남이섬 풍경닭갈비는 모범음식점으로 20개의 좌식테이블이 있는 음식점으로, 단체, MT, 야유회를 하기에 적합한 곳이다.